#{"t_start": 1764241408.700037, "env_id": "CityDrone-v0"}
r,l,t
-21.31039,19,85.118645
-24.582843,12,85.131377
-25.965621,9,85.141376
506.95,1,85.142837
-45.9,18,85.161888
-44.255339,8,85.170875
607.663352,48,85.222712
-22.25306,90,85.319545
-21.745098,15,85.336179
-19.609779,47,85.385995
-25.146059,5,85.391923
-55.633138,26,85.419924
-35.52558,40,85.461992
-50.05,1,85.463468
-12.655711,18,85.482372
-50.05,1,85.483841
-14.752525,45,85.532585
-50.05,1,85.534427
-5.402278,50,85.587962
-25.945767,13,85.602028
3.084472,46,85.650402
-36.711388,8,85.658985
-30.875226,10,85.669952
-50.05,1,85.671413
-46.681257,27,85.699803
-4.1,92,85.846643
-45.164379,21,87.372593
-16.521189,13,87.387352
-49.15,3,87.390841
-36.755711,10,87.404602
-70.814436,14,87.420129
-105.500093,22,87.444861
539.65,7,87.453699
-25.319453,12,87.46721
-50.05,1,87.468707
-48.65177,13,87.48321
-214.672117,125,87.621485
-11.849284,18,87.641082
505.9,2,87.643673
-34.989759,7,87.651402
-84.104848,17,87.669482
-100.098068,24,87.694564
-4.51068,23,87.719002
-30.798301,14,87.733823
-8.254294,13,87.748058
-86.505711,35,87.784646
-37.588612,8,87.793252
-61.341407,25,87.820271
-4.33718,20,87.84252
496.121068,19,87.86303
506.95,1,87.864499
-60.065528,49,87.917247
-31.733138,8,87.926428
-50.05,1,87.927888
-19.489982,9,87.937829
-83.895719,53,87.994924
-30.543849,12,88.007978
5.296465,15,88.023973
-34.194487,25,88.052587
466.29102,25,88.07965
519.4,12,88.092554
510.56068,16,88.109491
492.571068,30,88.14148
11.697722,78,88.227293
-51.1,2,88.229877
-12.834379,37,88.268809
3.881015,12,88.281733
-32.775226,8,88.290612
-34.8,16,88.307573
-28.752186,7,88.315353
-58.820524,6,88.321979
3.331015,13,88.3373
-69.1,42,88.381796
520.85,3,88.385303
2.342024,17,88.4035
-51.1,2,88.405946
458.37136,47,88.483306
-49.1,22,88.508773
-44.505339,3,88.512693
-26.127188,5,88.518249
546.99102,31,88.552476
-40.891553,25,88.584341
-16.151493,38,88.631953
-88.118636,50,88.692688
-1.009856,28,88.740561
-107.970893,42,88.792322
-103.61966,106,88.905835
-260.196175,169,89.091468
-234.136903,140,89.243676
-31.51966,14,89.258731
-0.435579,25,89.285943
-6.608525,18,89.305755
-51.1,2,89.308282
-25.228136,6,89.314991
7.82136,18,89.334262
27.506732,29,89.366389
-103.742453,31,89.401221
5.55,49,89.45318
-6.555711,76,89.538812
6.35455,14,89.554161
-28.820369,11,89.566499
-47.823074,2,89.569208
-63.533138,14,89.586296
-38.797847,38,89.649533
-3.276224,9,89.659994
-52.790947,21,89.683166
-0.259856,13,90.986862
-10.165424,21,91.012168
-7.391229,8,91.021159
498.85,263,91.336612
8.059564,14,91.351289
-67.388663,42,91.395793
-51.6,2,91.398473
-30.745241,18,91.419633
505.9,2,91.42218
-51.6,2,91.424679
-31.101476,19,91.446752
528.75,5,91.452406
-50.05,1,91.453846
-43.933334,16,91.470899
486.631056,32,91.504989
-53.2,4,91.509813
-7.540029,29,91.54127
-51.1,2,91.543827
-25.948891,20,91.565239
-27.503075,12,91.578175
-2.91388,13,91.59291
-46.988204,9,91.605225
-58.165729,49,91.660324
5.676926,12,91.67378
-28.640375,6,91.680582
-50.05,1,91.682015
-21.395596,28,91.711627
-17.147366,40,91.756926
-51.1,2,91.75947
-13.370893,10,91.772775
-28.591021,8,91.784784
-26.893629,10,91.797301
-28.244296,8,91.806814
506.95,1,91.808298
-8.356757,35,91.845115
-2.467379,14,91.860578
-29.252186,7,91.86932
24.165217,44,91.926199
-42.54405,10,91.942148
-32.238203,9,91.956248
-32.580327,10,91.971392
7.840311,15,91.988414
-35.025054,10,92.002226
-231.56609,135,92.190377
-26.952186,11,92.202347
-21.041729,6,92.208921
582.451699,49,92.264933
-0.241483,12,92.27913
-50.05,1,92.28061
-89.467077,26,92.310878
526.126805,42,92.36585
-24.880295,7,92.375268
-44.792928,8,92.384651
-50.05,1,92.386138
-16.845683,12,92.400146
-44.961388,3,92.40383
26.035246,26,92.433735
-22.796059,8,92.44303
-48.495098,20,92.469328
44.680344,83,92.559511
-4.88718,21,92.581795
464.278866,56,92.641639
-54.485681,16,92.658777
453.701699,124,92.793544
-52.748352,142,92.952535
-54.017136,71,93.02871
-36.420311,11,93.040941
-43.514379,18,93.060293
-12.473704,15,93.076221
-24.89102,17,93.094083
-10.36039,20,93.114961
-16.536623,49,93.167913
-35.2,14,93.183299
-52.15,3,93.186822
508.222777,88,93.305081
-52.95898,10,93.316384
528.531056,34,93.354489
-4.763666,21,94.640092
-50.05,1,94.641751
-16.35,7,94.649649
-51.372048,18,94.668963
-46.482632,15,94.685277
-50.05,1,94.68669
-44.764553,19,94.706989
-60.65,13,94.722991
-50.05,1,94.724463
-52.15,3,94.72796
-46.045767,15,94.74446
6.787681,15,94.761167
-27.622417,59,94.82546
-150.112228,54,94.883098
555.497722,32,94.917681
-42.222573,4,94.922324
-55.6,12,94.935478
-7.259779,20,94.957619
-50.05,1,94.959095
-16.957255,26,94.987122
-17.1,12,95.000759
